variantID,displayName,turnIntensity,accelerationIntensity,verticalStatus,updateInterval,pairCount,trackCount,aircraftCount,sessionCount,occupied
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,level,0.75-2,1344,496,440,124,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,level,0.75-2,154,106,96,60,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,level,0.75-2,293,160,143,74,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,level,0.75-2,34,26,25,18,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,level,0.75-2,57,43,42,34,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,level,0.75-2,9,9,9,9,1
expanded_post3day_v2,Expanded-3Day,1-3,>=1,level,0.75-2,31,25,24,22,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,level,0.75-2,3,3,3,3,1
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,climb,0.75-2,46487,1243,968,140,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,climb,0.75-2,1389,497,427,123,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,climb,0.75-2,778,271,254,97,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,climb,0.75-2,38,32,30,21,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,climb,0.75-2,18939,1164,908,139,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,climb,0.75-2,1559,532,466,121,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,climb,0.75-2,1111,258,231,93,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,climb,0.75-2,55,35,33,25,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,climb,0.75-2,3172,637,545,131,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,climb,0.75-2,325,175,170,82,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,climb,0.75-2,544,202,193,84,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,climb,0.75-2,33,22,22,20,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,climb,0.75-2,180,86,85,56,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,climb,0.75-2,27,21,21,18,1
expanded_post3day_v2,Expanded-3Day,1-3,>=1,climb,0.75-2,54,31,31,25,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,climb,0.75-2,9,7,7,7,1
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,descent,2-5,4169,864,733,142,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,descent,2-5,119,86,86,60,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,descent,2-5,153,86,84,51,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,descent,2-5,11,8,8,8,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,descent,2-5,4296,857,724,138,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,descent,2-5,201,148,140,79,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,descent,2-5,306,157,146,71,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,descent,2-5,19,14,12,13,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,descent,2-5,186,130,127,79,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,descent,2-5,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,descent,2-5,30,24,24,21,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,descent,2-5,7,7,7,6,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,descent,2-5,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,descent,2-5,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,descent,2-5,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,descent,2-5,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,level,2-5,10443,1308,1052,151,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,level,2-5,92,72,69,47,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,level,2-5,108,81,75,50,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,level,2-5,14,12,12,12,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,level,2-5,2565,989,834,143,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,level,2-5,146,105,101,62,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,level,2-5,251,130,121,62,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,level,2-5,31,21,18,20,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,level,2-5,163,101,91,62,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,level,2-5,17,12,12,11,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,level,2-5,40,31,30,25,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,level,2-5,6,5,5,5,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,level,2-5,3,3,3,3,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,level,2-5,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,level,2-5,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,level,2-5,4,3,3,3,1
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,climb,2-5,7880,1093,866,139,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,climb,2-5,180,136,130,79,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,climb,2-5,88,68,66,44,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,climb,2-5,9,9,9,8,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,climb,2-5,5554,1077,843,140,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,climb,2-5,225,163,152,87,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,climb,2-5,303,161,154,77,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,climb,2-5,28,23,23,19,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,climb,2-5,384,197,190,88,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,climb,2-5,23,18,18,17,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,climb,2-5,64,44,44,29,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,climb,2-5,8,6,6,6,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,climb,2-5,10,8,7,7,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,climb,2-5,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,1-3,>=1,climb,2-5,5,4,4,4,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,climb,2-5,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,descent,5-15,1524,631,558,134,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,descent,5-15,39,39,39,31,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,descent,5-15,68,55,55,35,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,descent,5-15,3,3,3,3,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,descent,5-15,1184,533,465,131,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,descent,5-15,72,56,55,42,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,descent,5-15,128,84,82,49,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,descent,5-15,8,8,7,8,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,descent,5-15,42,34,34,33,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,descent,5-15,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,descent,5-15,14,11,11,8,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,descent,5-15,2,1,1,1,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,descent,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,descent,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,descent,5-15,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,descent,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,level,5-15,3771,1093,913,148,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,level,5-15,43,35,34,29,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,level,5-15,49,38,38,29,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,level,5-15,9,8,8,7,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,level,5-15,497,320,290,102,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,level,5-15,40,33,33,30,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,level,5-15,102,70,66,41,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,level,5-15,9,9,8,8,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,level,5-15,32,29,29,27,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,level,5-15,4,4,4,4,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,level,5-15,11,9,9,8,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,level,5-15,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,level,5-15,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,level,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,level,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,>=3,>=1,level,5-15,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,climb,5-15,2937,869,717,137,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,climb,5-15,124,97,95,66,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,climb,5-15,43,39,39,33,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,climb,5-15,9,6,6,6,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,climb,5-15,1458,633,540,127,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,climb,5-15,120,96,93,63,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,climb,5-15,123,96,94,56,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,climb,5-15,9,8,8,8,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,climb,5-15,86,60,60,46,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,climb,5-15,7,7,7,7,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,climb,5-15,14,13,13,13,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,climb,5-15,6,5,5,5,1
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,climb,5-15,3,3,3,3,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,climb,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,climb,5-15,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,>=3,>=1,climb,5-15,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,descent,15-30,312,252,238,107,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,descent,15-30,12,11,11,11,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,descent,15-30,16,13,13,12,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,descent,15-30,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,descent,15-30,197,160,153,88,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,descent,15-30,12,11,11,10,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,descent,15-30,14,14,14,13,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,descent,15-30,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,descent,15-30,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,descent,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,descent,15-30,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,descent,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,descent,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,descent,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,descent,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,>=3,>=1,descent,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,level,15-30,809,522,469,126,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,level,15-30,15,13,13,12,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,level,15-30,11,11,11,10,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,level,15-30,3,3,3,3,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,level,15-30,81,75,72,48,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,level,15-30,9,9,9,7,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,level,15-30,12,12,12,10,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,level,15-30,4,4,4,4,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,>=3,>=1,level,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,<0.1,climb,15-30,599,392,347,122,1
expanded_post3day_v2,Expanded-3Day,0.5-1,<0.1,climb,15-30,24,22,22,19,1
expanded_post3day_v2,Expanded-3Day,1-3,<0.1,climb,15-30,6,6,6,6,1
expanded_post3day_v2,Expanded-3Day,>=3,<0.1,climb,15-30,2,2,2,2,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.1-0.5,climb,15-30,231,199,187,95,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.1-0.5,climb,15-30,29,27,27,24,1
expanded_post3day_v2,Expanded-3Day,1-3,0.1-0.5,climb,15-30,17,15,15,13,1
expanded_post3day_v2,Expanded-3Day,>=3,0.1-0.5,climb,15-30,4,4,4,4,1
expanded_post3day_v2,Expanded-3Day,<0.5,0.5-1,climb,15-30,10,10,10,10,1
expanded_post3day_v2,Expanded-3Day,0.5-1,0.5-1,climb,15-30,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,1-3,0.5-1,climb,15-30,3,3,3,3,1
expanded_post3day_v2,Expanded-3Day,>=3,0.5-1,climb,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,<0.5,>=1,climb,15-30,1,1,1,1,1
expanded_post3day_v2,Expanded-3Day,0.5-1,>=1,climb,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,1-3,>=1,climb,15-30,0,0,0,0,0
expanded_post3day_v2,Expanded-3Day,>=3,>=1,climb,15-30,0,0,0,0,0
